Candidate_ID,Name,Age,Gender,City,Degree,Experience_Years,Skills,Projects_Count,Certifications,Resume_Summary,Target_Designation
C07506,Candidate_7506,25,Female,Pune,B.Tech,0,"Excel, Payroll, ATS, Compliance, Training, HRMS, Conflict Resolution, Recruitment, Communication, Leadership, Onboarding",10,Power BI,HR Manager with 0 years of experience.,HR Manager
C07163,Candidate_7163,31,Male,Kochi,M.Tech,15,"ATS, HRMS, Compliance, Employee Relations, Conflict Resolution, Onboarding, Leadership, Communication, Training",3,TensorFlow,HR Manager with 15 years of experience.,HR Manager
C03584,Candidate_3584,34,Female,Kochi,M.Tech,11,"Matplotlib, Excel, ETL, SQL, Seaborn, Statistics, NumPy, Pandas, Python, Tableau, Power BI",8,Meta,Data Analyst with 11 years of experience.,Data Analyst
C05336,Candidate_5336,33,Female,Delhi,M.Tech,5,"Docker, CV, Python, SQL, MLflow, TensorFlow, PyTorch, Git, Scikit-learn",3,Power BI,ML Engineer with 5 years of experience.,ML Engineer
C03011,Candidate_3011,21,Male,Delhi,M.Tech,6,"DAX, NumPy, Tableau, Power BI, Pandas, Seaborn, Excel, Matplotlib, ETL, SQL, NLP",7,Oracle Java,Data Analyst with 6 years of experience.,Data Analyst
C02579,Candidate_2579,35,Female,Pune,BCA,0,"FastAPI, PostgreSQL, Python, Linux, REST, JWT, Git, MySQL, Flask",8,AWS CCP,Backend Developer with 0 years of experience.,Backend Developer
C08526,Candidate_8526,22,Male,Mumbai,M.Tech,2,"Photoshop, Prototyping, Typography, Illustrator, Canva, Color Theory, UI, UX, Figma",6,Power BI,Designer with 2 years of experience.,Designer
C02556,Candidate_2556,40,Male,Bengaluru,B.Sc,11,"MySQL, Flask, REST, Git, MongoDB, PostgreSQL, Docker, JWT",2,AWS CCP,Backend Developer with 11 years of experience.,Backend Developer
C04736,Candidate_4736,40,Male,Mumbai,MCA,3,"AWS, Jenkins, Python, CI/CD, Networking, Terraform, Linux, Docker, Ansible, Azure, Kubernetes, GCP",2,Meta,Cloud Engineer with 3 years of experience.,Cloud Engineer
C00733,Candidate_733,33,Female,Kochi,BCA,6,"Next.js, Tailwind, CSS, React, JavaScript, Vite, Bootstrap, REST, TypeScript, Git",6,Oracle Java,Front End Developer with 6 years of experience.,Front End Developer
C00055,Candidate_55,38,Female,Delhi,BCA,1,"REST, CSS, React, Bootstrap, Git, HTML, TypeScript, Next.js, Vite, Redux, Tailwind",9,AWS CCP,Front End Developer with 1 years of experience.,Front End Developer
C03910,Candidate_3910,25,Female,Delhi,MCA,8,"Matplotlib, Power BI, Statistics, Tableau, SQL, Excel, ETL, Seaborn, Pandas, DAX, NumPy",5,Azure AZ-900,Data Analyst with 8 years of experience.,Data Analyst
C09003,Candidate_9003,26,Female,Hyderabad,B.Sc,5,"Adobe XD, Figma, UX, Illustrator, Typography, Prototyping, Wireframing, Color Theory, Photoshop, UI",3,Oracle Java,Designer with 5 years of experience.,Designer
C03297,Candidate_3297,28,Female,Bengaluru,B.Sc,13,"Excel, ETL, Tableau, Seaborn, Python, NumPy, Matplotlib, Power BI, Statistics, SQL, Pandas, DAX",3,Oracle Java,Data Analyst with 13 years of experience.,Data Analyst
C06073,Candidate_6073,32,Female,Pune,M.Tech,14,"Git, TensorFlow, Scikit-learn, CV, NumPy, Python, NLP, Pandas, SQL, MLflow, PyTorch, Docker",6,TensorFlow,ML Engineer with 14 years of experience.,Cloud Engineer
C02351,Candidate_2351,35,Female,Delhi,BCA,13,"REST, Flask, Git, PostgreSQL, Django, MongoDB, JWT, Python",5,Meta,Backend Developer with 13 years of experience.,Cloud Engineer
C08282,Candidate_8282,31,Female,Hyderabad,B.Sc,13,"Typography, UX, Photoshop, UI, Canva, Figma, After Effects, Adobe XD, Prototyping, Wireframing, Illustrator",7,Oracle Java,Designer with 13 years of experience.,Designer
C07813,Candidate_7813,27,Male,Mumbai,M.Tech,14,"ATS, Payroll, Training, Recruitment, Onboarding, Communication, Employee Relations, Conflict Resolution",3,Google DA,HR Manager with 14 years of experience.,HR Manager
C02643,Candidate_2643,25,Female,Delhi,M.Tech,11,"SQL, Tableau, Excel, ETL, Matplotlib, Statistics, Python, Canva, Meta Ads",9,Google DA,Data Analyst with 11 years of experience.,Data Analyst
C01514,Candidate_1514,35,Female,Kochi,MCA,15,"FastAPI, REST, Docker, Django, Linux, PostgreSQL, MongoDB, JWT, MySQL, Git, Python",2,Azure AZ-900,Backend Developer with 15 years of experience.,Cloud Engineer
C06653,Candidate_6653,22,Male,Bengaluru,M.Tech,9,"Payroll, ATS, Leadership, Recruitment, Compliance, Training, Onboarding, Conflict Resolution",5,Azure AZ-900,HR Manager with 9 years of experience.,HR Manager
C04049,Candidate_4049,27,Male,Mumbai,B.Sc,10,"Terraform, Kubernetes, Linux, Ansible, GCP, Networking, CI/CD, Python, AWS",4,TensorFlow,Cloud Engineer with 10 years of experience.,Cloud Engineer
C03186,Candidate_3186,23,Female,Kochi,B.Sc,3,"Matplotlib, Tableau, Pandas, Python, DAX, ETL, SQL, Excel, Seaborn",1,Oracle Java,Data Analyst with 3 years of experience.,Data Analyst
C01367,Candidate_1367,26,Female,Delhi,BCA,1,"Git, REST, Python, FastAPI, MySQL, PostgreSQL, Django, Docker, MongoDB, CI/CD, Kubernetes",6,Google DA,Backend Developer with 1 years of experience.,Backend Developer
C00483,Candidate_483,35,Male,Bengaluru,BCA,13,"Next.js, Redux, Vite, HTML, CSS, Bootstrap, Git, Tailwind",9,Azure AZ-900,Front End Developer with 13 years of experience.,Front End Developer
C07795,Candidate_7795,40,Male,Hyderabad,B.Tech,7,"Conflict Resolution, Leadership, Compliance, ATS, Excel, Recruitment, Communication, HRMS",1,Power BI,HR Manager with 7 years of experience.,HR Manager
C00236,Candidate_236,31,Male,Chennai,BCA,13,"HTML, REST, Tailwind, TypeScript, JavaScript, React, Vite, Git, Redux, Next.js, CSS, Bootstrap",1,TensorFlow,Front End Developer with 13 years of experience.,Front End Developer
C00717,Candidate_717,21,Female,Hyderabad,MCA,11,"React, REST, Vite, Git, Redux, TypeScript, Figma, Wireframing",3,Azure AZ-900,Front End Developer with 11 years of experience.,Front End Developer
C10329,Candidate_10329,29,Male,Kochi,B.Sc,15,"WordPress, Content Marketing, SEO, Meta Ads, SEM, Google Ads, Canva, Email Marketing, Wireframing",4,Power BI,Digital Marketing with 15 years of experience.,Digital Marketing
C07086,Candidate_7086,30,Female,Mumbai,BCA,15,"Payroll, Recruitment, Employee Relations, Training, HRMS, Excel, Conflict Resolution, Onboarding, ATS, Compliance",4,Google DA,HR Manager with 15 years of experience.,Digital Marketing
C04125,Candidate_4125,37,Male,Delhi,BCA,11,"Azure, Jenkins, Kubernetes, Python, Networking, Ansible, Docker, GCP, Linux, CI/CD, Terraform",9,AWS CCP,Cloud Engineer with 11 years of experience.,Cloud Engineer
C01602,Candidate_1602,40,Female,Chennai,B.Sc,1,"JWT, Django, PostgreSQL, Flask, Git, MySQL, FastAPI, Docker, Bootstrap",2,Power BI,Backend Developer with 1 years of experience.,Backend Developer
C06771,Candidate_6771,37,Male,Bengaluru,B.Tech,11,"Excel, ATS, Conflict Resolution, Compliance, Employee Relations, Communication, Leadership, Tableau, SQL",1,Oracle Java,HR Manager with 11 years of experience.,HR Manager
C02436,Candidate_2436,29,Female,Chennai,B.Sc,7,"FastAPI, MySQL, Git, JWT, Flask, Django, Python, REST, PostgreSQL",3,Google DA,Backend Developer with 7 years of experience.,Backend Developer
C04821,Candidate_4821,25,Female,Hyderabad,M.Tech,10,"Python, Docker, Terraform, Linux, Networking, GCP, AWS, Azure, Jenkins, Ansible, CI/CD, Kubernetes",1,Google DA,Cloud Engineer with 10 years of experience.,Cloud Engineer
C00542,Candidate_542,29,Female,Hyderabad,M.Tech,14,"JavaScript, Vite, Next.js, REST, TypeScript, React, HTML, Redux, CSS",8,Oracle Java,Front End Developer with 14 years of experience.,Front End Developer
C03137,Candidate_3137,38,Female,Bengaluru,B.Sc,12,"DAX, SQL, Tableau, Seaborn, ETL, Pandas, Statistics, Power BI",7,AWS CCP,Data Analyst with 12 years of experience.,Data Analyst
C06250,Candidate_6250,36,Male,Hyderabad,B.Tech,2,"NumPy, Git, MLflow, NLP, Python, PyTorch, Docker, CV, SQL, Pandas, Scikit-learn, TensorFlow",1,Google DA,ML Engineer with 2 years of experience.,ML Engineer
C03587,Candidate_3587,33,Female,Delhi,MCA,2,"Power BI, NumPy, ETL, Excel, Matplotlib, Tableau, SQL, Pandas, Statistics",10,Meta,Data Analyst with 2 years of experience.,Data Analyst
C03742,Candidate_3742,23,Female,Pune,M.Tech,0,"Statistics, DAX, SQL, NumPy, Tableau, Matplotlib, Excel, ETL, Pandas, Power BI, Python",5,AWS CCP,Data Analyst with 0 years of experience.,Data Analyst
C07133,Candidate_7133,40,Male,Bengaluru,B.Tech,7,"Employee Relations, Compliance, Onboarding, ATS, HRMS, Training, Leadership, Communication, Excel, Conflict Resolution, Recruitment, Payroll",4,Oracle Java,HR Manager with 7 years of experience.,HR Manager
C04939,Candidate_4939,26,Female,Hyderabad,B.Tech,4,"Terraform, Jenkins, GCP, Azure, Linux, CI/CD, Networking, Docker, Ansible, Kubernetes, AWS",2,Oracle Java,Cloud Engineer with 4 years of experience.,Backend Developer
C03546,Candidate_3546,37,Female,Delhi,B.Sc,0,"Tableau, Matplotlib, Pandas, SQL, NumPy, Python, Excel, Seaborn, ETL, Statistics, Power BI, DAX",9,Google DA,Data Analyst with 0 years of experience.,Data Analyst
C10474,Candidate_10474,25,Male,Hyderabad,M.Tech,8,"Copywriting, Content Marketing, Social Media, Analytics, Email Marketing, Canva, SEM, Google Ads, Keyword Research, Meta Ads, WordPress, SEO",4,Meta,Digital Marketing with 8 years of experience.,Digital Marketing
C00354,Candidate_354,38,Male,Pune,B.Tech,3,"Git, Redux, Next.js, Tailwind, HTML, JavaScript, CSS, React, Vite, REST, TypeScript",1,Azure AZ-900,Front End Developer with 3 years of experience.,Front End Developer
C07118,Candidate_7118,35,Male,Pune,MCA,7,"Communication, Employee Relations, HRMS, ATS, Leadership, Recruitment, Payroll, Excel, Onboarding, Conflict Resolution",10,Oracle Java,HR Manager with 7 years of experience.,HR Manager
C08163,Candidate_8163,26,Female,Pune,M.Tech,10,"UX, Photoshop, Color Theory, Typography, Figma, Wireframing, Canva, Adobe XD",6,TensorFlow,Designer with 10 years of experience.,Designer
C07753,Candidate_7753,39,Female,Kochi,MCA,10,"Communication, Onboarding, ATS, Payroll, Recruitment, HRMS, Leadership, Training, Compliance, Conflict Resolution, Excel",3,Power BI,HR Manager with 10 years of experience.,HR Manager
C05066,Candidate_5066,36,Female,Pune,MCA,9,"Jenkins, Kubernetes, GCP, AWS, Terraform, Linux, Ansible, Azure, CI/CD, Python, NLP",7,AWS CCP,Cloud Engineer with 9 years of experience.,ML Engineer
C09260,Candidate_9260,23,Female,Kochi,M.Tech,15,"Content Marketing, Analytics, WordPress, Copywriting, Social Media, Meta Ads, SEM, Keyword Research, Canva, SEO, Google Ads, Email Marketing",5,AWS CCP,Digital Marketing with 15 years of experience.,Digital Marketing
C07011,Candidate_7011,29,Female,Mumbai,M.Tech,11,"Training, Excel, ATS, Onboarding, Employee Relations, Communication, Payroll, Recruitment, Canva",7,TensorFlow,HR Manager with 11 years of experience.,HR Manager
C07976,Candidate_7976,36,Male,Kochi,B.Sc,0,"Illustrator, Canva, After Effects, Photoshop, UX, Figma, Wireframing, Color Theory, Prototyping, Adobe XD",2,TensorFlow,Designer with 0 years of experience.,Designer
C07484,Candidate_7484,36,Male,Mumbai,B.Tech,0,"Recruitment, Communication, Training, ATS, Employee Relations, Payroll, Onboarding, Conflict Resolution, HRMS, Leadership",7,TensorFlow,HR Manager with 0 years of experience.,HR Manager
C07601,Candidate_7601,24,Female,Mumbai,B.Sc,12,"Employee Relations, Leadership, Training, Excel, Conflict Resolution, Compliance, HRMS, ATS, Onboarding, Payroll",1,Meta,HR Manager with 12 years of experience.,HR Manager
C00537,Candidate_537,22,Male,Chennai,B.Sc,5,"Vite, REST, HTML, JavaScript, Redux, Bootstrap, Next.js, React",2,Oracle Java,Front End Developer with 5 years of experience.,Front End Developer
C01056,Candidate_1056,27,Male,Bengaluru,MCA,12,"Bootstrap, Redux, Next.js, Git, Vite, TypeScript, Tailwind, CSS, HTML",4,AWS CCP,Front End Developer with 12 years of experience.,Front End Developer
C04480,Candidate_4480,40,Male,Delhi,MCA,2,"Linux, Terraform, Kubernetes, Docker, CI/CD, GCP, AWS, Azure",9,Oracle Java,Cloud Engineer with 2 years of experience.,Cloud Engineer
C08305,Candidate_8305,23,Female,Delhi,B.Tech,4,"Adobe XD, UX, Illustrator, Canva, Prototyping, Photoshop, Wireframing, After Effects",10,Oracle Java,Designer with 4 years of experience.,Designer
C08375,Candidate_8375,34,Male,Pune,M.Tech,14,"Adobe XD, Color Theory, Illustrator, UX, Photoshop, Typography, Prototyping, Figma, Wireframing, Canva, UI, After Effects",5,Power BI,Designer with 14 years of experience.,Designer
C03731,Candidate_3731,29,Female,Kochi,B.Tech,9,"ETL, Pandas, Seaborn, Power BI, Tableau, DAX, SQL, Excel, Statistics, NumPy, Matplotlib",8,AWS CCP,Data Analyst with 9 years of experience.,Data Analyst
C06681,Candidate_6681,39,Male,Chennai,B.Sc,7,"Recruitment, Leadership, Employee Relations, Payroll, Conflict Resolution, Onboarding, HRMS, Excel, ATS, Compliance",7,Power BI,HR Manager with 7 years of experience.,HR Manager
C06101,Candidate_6101,26,Male,Chennai,B.Sc,9,"Python, TensorFlow, Scikit-learn, NLP, Pandas, CV, Docker, SQL, Git, MLflow, NumPy",1,Power BI,ML Engineer with 9 years of experience.,ML Engineer
C04531,Candidate_4531,34,Female,Bengaluru,BCA,10,"Jenkins, Kubernetes, Terraform, Azure, CI/CD, Python, Ansible, Docker, JWT, PostgreSQL",3,Google DA,Cloud Engineer with 10 years of experience.,ML Engineer
C05587,Candidate_5587,40,Male,Kochi,B.Sc,3,"NLP, TensorFlow, CV, Docker, Pandas, Scikit-learn, SQL, MLflow, NumPy",5,Meta,ML Engineer with 3 years of experience.,ML Engineer
C01852,Candidate_1852,25,Male,Hyderabad,B.Tech,14,"Django, Flask, Linux, MongoDB, JWT, FastAPI, Python, MySQL",9,Meta,Backend Developer with 14 years of experience.,Backend Developer
C04459,Candidate_4459,26,Male,Hyderabad,M.Tech,15,"Ansible, GCP, Kubernetes, Terraform, CI/CD, Python, Docker, Jenkins, AWS, Azure, Linux, Networking",7,Oracle Java,Cloud Engineer with 15 years of experience.,Cloud Engineer
C03823,Candidate_3823,39,Male,Delhi,BCA,9,"Statistics, Seaborn, Python, Pandas, ETL, DAX, Excel, Tableau, NumPy",4,Meta,Data Analyst with 9 years of experience.,Data Analyst
C00264,Candidate_264,27,Female,Kochi,B.Tech,12,"REST, Git, Bootstrap, Redux, TypeScript, Next.js, React, CSS, HTML, JavaScript, Vite",5,Azure AZ-900,Front End Developer with 12 years of experience.,Front End Developer
C07065,Candidate_7065,31,Female,Pune,B.Sc,5,"Training, Communication, HRMS, ATS, Conflict Resolution, Compliance, Payroll, Onboarding, Employee Relations, Leadership",7,Oracle Java,HR Manager with 5 years of experience.,HR Manager
C10369,Candidate_10369,34,Male,Kochi,BCA,7,"Content Marketing, SEO, Social Media, Copywriting, Keyword Research, Google Ads, Email Marketing, Analytics, WordPress",8,Oracle Java,Digital Marketing with 7 years of experience.,Data Analyst
C01057,Candidate_1057,33,Female,Delhi,M.Tech,2,"CSS, REST, React, Bootstrap, Vite, Redux, JavaScript, Next.js, Tailwind, HTML, TypeScript, Git",9,AWS CCP,Front End Developer with 2 years of experience.,Front End Developer
C06221,Candidate_6221,33,Male,Chennai,M.Tech,7,"CV, Docker, Pandas, MLflow, NumPy, NLP, SQL, TensorFlow, Excel",8,Oracle Java,ML Engineer with 7 years of experience.,Data Analyst
C09484,Candidate_9484,21,Male,Hyderabad,B.Tech,10,"WordPress, Copywriting, SEO, Meta Ads, SEM, Analytics, Canva, Google Ads, Email Marketing, Social Media, Keyword Research",6,Power BI,Digital Marketing with 10 years of experience.,Digital Marketing
C04653,Candidate_4653,29,Male,Bengaluru,BCA,14,"Terraform, GCP, Ansible, Linux, Kubernetes, CI/CD, AWS, Networking, Jenkins, Docker, Azure",1,TensorFlow,Cloud Engineer with 14 years of experience.,Cloud Engineer
C04519,Candidate_4519,21,Male,Kochi,B.Sc,0,"Jenkins, Networking, Azure, Linux, AWS, GCP, Python, Docker, Ansible, Terraform, Kubernetes",7,Azure AZ-900,Cloud Engineer with 0 years of experience.,Cloud Engineer
C07443,Candidate_7443,36,Female,Chennai,BCA,5,"HRMS, Employee Relations, Excel, Leadership, Payroll, Training, Communication, ATS, Onboarding, Recruitment, Compliance, Conflict Resolution",5,TensorFlow,HR Manager with 5 years of experience.,HR Manager
C03805,Candidate_3805,38,Female,Delhi,M.Tech,14,"ETL, DAX, Seaborn, Matplotlib, NumPy, SQL, Python, Excel, Power BI, Tableau, Statistics",6,Meta,Data Analyst with 14 years of experience.,Data Analyst
C07037,Candidate_7037,37,Female,Bengaluru,MCA,9,"Recruitment, Conflict Resolution, Leadership, Training, Communication, Excel, Payroll, Compliance",6,Oracle Java,HR Manager with 9 years of experience.,HR Manager
C08307,Candidate_8307,38,Female,Pune,BCA,0,"Typography, Illustrator, UI, Color Theory, After Effects, UX, Adobe XD, Wireframing",8,TensorFlow,Designer with 0 years of experience.,Designer
C06926,Candidate_6926,24,Female,Kochi,M.Tech,11,"ATS, Recruitment, Conflict Resolution, Payroll, Employee Relations, Excel, Onboarding, Communication",10,Azure AZ-900,HR Manager with 11 years of experience.,HR Manager
C08416,Candidate_8416,32,Female,Delhi,B.Sc,12,"Color Theory, UI, Photoshop, Typography, Wireframing, UX, After Effects, Illustrator, Canva, Figma, Prototyping",3,Oracle Java,Designer with 12 years of experience.,Designer
C09495,Candidate_9495,28,Female,Delhi,BCA,9,"Analytics, SEO, Canva, Content Marketing, WordPress, Social Media, Email Marketing, Google Ads, SEM, Copywriting, Meta Ads, Keyword Research",6,Meta,Digital Marketing with 9 years of experience.,Digital Marketing
C05408,Candidate_5408,33,Male,Delhi,M.Tech,4,"CV, Python, MLflow, PyTorch, Pandas, Scikit-learn, SQL, NLP, TensorFlow, Docker, Kubernetes, Linux",4,Google DA,ML Engineer with 4 years of experience.,ML Engineer
C09269,Candidate_9269,40,Female,Mumbai,B.Tech,5,"Meta Ads, Social Media, SEM, Email Marketing, Copywriting, Analytics, WordPress, Content Marketing, Canva",4,Meta,Digital Marketing with 5 years of experience.,Digital Marketing
C05424,Candidate_5424,23,Male,Hyderabad,B.Sc,13,"NLP, SQL, NumPy, MLflow, TensorFlow, Docker, Pandas, Matplotlib",8,Meta,ML Engineer with 13 years of experience.,ML Engineer
C08009,Candidate_8009,29,Female,Kochi,M.Tech,0,"After Effects, Wireframing, Typography, Color Theory, Photoshop, Prototyping, UI, Figma, UX, Adobe XD",7,Azure AZ-900,Designer with 0 years of experience.,Designer
C06534,Candidate_6534,31,Female,Pune,B.Tech,8,"Scikit-learn, MLflow, Git, NLP, Python, PyTorch, SQL, TensorFlow, CV, Pandas, Power BI, Seaborn",3,Oracle Java,ML Engineer with 8 years of experience.,ML Engineer
C10288,Candidate_10288,37,Female,Mumbai,B.Tech,5,"SEM, Content Marketing, Google Ads, Keyword Research, Email Marketing, Analytics, Copywriting, SEO, Meta Ads, WordPress, Social Media",1,Meta,Digital Marketing with 5 years of experience.,Digital Marketing
C04665,Candidate_4665,36,Male,Chennai,B.Tech,7,"GCP, AWS, Kubernetes, Docker, Terraform, Python, Azure, CI/CD, Networking, Linux",8,Oracle Java,Cloud Engineer with 7 years of experience.,Cloud Engineer
C08074,Candidate_8074,37,Female,Mumbai,MCA,13,"Figma, UX, Typography, After Effects, Color Theory, Prototyping, UI, Wireframing, Adobe XD, Photoshop",5,Azure AZ-900,Designer with 13 years of experience.,Designer
C00315,Candidate_315,22,Male,Bengaluru,B.Sc,10,"Vite, JavaScript, Redux, Git, React, Bootstrap, Next.js, REST, TypeScript, Tailwind, HTML, CSS",4,Power BI,Front End Developer with 10 years of experience.,Front End Developer
